35.74305,51.55784
37.46917,49.441
30.26448,51.86054
36.42426,54.97464
35.36308,47.02129
32.28328,52.005179999999996
36.503029999999995,51.15605
30.42565,56.02307
35.35334,51.676120000000004
33.51047,49.02622
33.98969,51.44099
30.0606,48.3403
36.54676,52.729580000000006
37.32147,55.95089
34.40416,49.5013
37.82683,46.813990000000004
37.90549,46.16684
37.07258,57.50314
36.85114,54.37169
31.02763,61.48848
31.727559999999997,51.3574
34.75772,47.59774
35.415929999999996,51.57862
36.86574,54.765519999999995
27.06768,61.423030000000004
35.56799,51.15443
35.849909999999994,51.00254
35.84475,50.47363
35.77505,51.35086
36.60861,52.1732
28.25835,61.0032
32.849509999999995,59.19611999999999
35.81601,50.93266
38.00788,46.09664
30.69845,49.760690000000004
30.57457,49.091359999999995
29.55578,52.33142
36.429990000000004,52.498940000000005
37.46423,57.32436
26.72567,55.90257
36.760459999999995,53.198969999999996
35.825520000000004,51.01576
35.73191,51.47153
29.224909999999998,56.58925
36.82485,54.451519999999995
28.26864,61.312540000000006
32.39898,51.47817
35.72098,51.33728
36.31295,50.03699
35.62813,51.43965
38.47763,45.645759999999996
29.518009999999997,60.87868
37.42304,47.70513
36.534259999999996,52.694069999999996
31.427640000000004,49.408
34.336459999999995,47.089079999999996
35.604009999999995,51.40475
34.17098,45.80046
37.55643,45.057559999999995
34.1848,48.3714
34.7962,46.92396
37.67175,55.35533
35.6735,51.50002
34.35418,46.22221
32.30061,48.510040000000004
36.721709999999995,53.80254
35.7238,51.27151
36.67072,52.448240000000006
32.69144,51.7282
35.73706,51.51135
35.82741,50.98102
33.00493,47.42787
31.88223,54.37215
37.380520000000004,49.80576
37.065090000000005,49.394859999999994
28.696690000000004,51.32999
32.24114,48.84667
38.03025,46.36998
36.41256,59.48905
33.83719,51.1641
37.19421,49.69491
31.320790000000002,48.70791
32.68628,51.63172
27.44122,57.151559999999996
31.63035,53.897330000000004
35.53257,51.559540000000005
31.965529999999998,54.146609999999995
34.07177,47.97353
35.603159999999995,51.087309999999995
35.69138,51.42358
33.538990000000005,47.60581
37.45948,49.48578
31.38382,48.72968
35.8746,50.44164
29.717029999999998,52.42512
32.60822,51.61827
36.155609999999996,59.03706
29.550040000000003,51.574040000000004
32.47757,51.76383
38.23851,48.288999999999994
33.89976,48.22788
35.725770000000004,51.23677
37.04437,59.62863
35.65974,50.91214
28.917340000000003,50.81901
35.94555,45.93173
31.20822,61.68094
35.68461,50.96367
36.311659999999996,59.46614
36.67468,46.5658
37.25278,49.59097
31.29529,48.60418
35.469159999999995,51.06072
36.29456,59.650619999999996
31.5114,50.46921
36.834759999999996,54.46716
36.21736,59.606669999999994
32.62249,51.31573
37.14271,50.28838
36.10901,53.06136
26.830070000000003,60.05879
34.69004,50.01412
